#,NES Game,Main Category,# of Runners,Game Value,Mod #R,GVC,GVP,LTM,L,*1.8,.4%+,Min,Relevant Link
525,Dragon's Lair,any% NTSC,7,70,14.21,70,70,2.03,,130,440,70,https://www.speedrun.com/dragons_lair_nes?h=Any_NTSC-USA&x=9kvxqg82
526,Beauty and the Beast,any%,6,70,14.16,70,70,2.36,,130,440,70,https://www.speedrun.com/beauty_and_the_beast
526,Seicross,any%,6,70,14.16,70,70,2.36,,130,440,70,https://www.speedrun.com/seicross
528,Devil World,Beat Round 10,6,70,14.1,70,70,2.35,,130,440,70,https://www.speedrun.com/devil_world
528,Toxic Crusaders,any%,6,70,14.1,70,70,2.35,,130,440,70,https://www.speedrun.com/toxic_crusaders
530,Best of the Best: Championship Karate,Win%,11,70,14.08,70,70,1.28,,130,440,70,https://www.speedrun.com/best_of_the_best_championship_karate
531,Conan: The Mysteries of Time,any%,7,70,14.07,70,70,2.01,,130,440,70,https://www.speedrun.com/conan_the_mysteries_of_time
532,Twin Eagle,1P,6,70,14.04,70,70,2.34,,130,440,70,https://www.speedrun.com/twin_eagle?h=nes-1p&x=7dge4ex2-ylq330m8.qvvxrj6q
533,Sky Shark,any%,6,70,13.86,70,70,2.31,,130,440,65,https://www.speedrun.com/sky_shark
533,WWF WrestleMania: Steel Cage Challenge,One on One,11,70,13.86,70,70,1.26,,130,440,65,https://www.speedrun.com/wwf_wrestlemania_steel_cage_challenge
535,Roger Clemens' MVP Baseball,Win a Game,8,65,13.6,60,60,1.7,,110,430,65,https://www.speedrun.com/roger_clemens_mvp_baseball
536,Rod Land,any%,6,65,13.5,60,60,2.25,,110,430,65,https://www.speedrun.com/rod_land_nes
537,Michael Andretti's World GP,Best Time Trial,14,65,13.3,60,60,0.95,,110,430,65,https://www.speedrun.com/michael_andrettis_world_gp
538,Indiana Jones and the Temple of Doom,any%,7,65,13.23,60,60,1.89,,110,430,65,https://www.speedrun.com/ijtempleofdoom
539,Mario Bros. Classic Series,23 Phases,6,65,13.02,60,60,2.17,,110,430,65,https://www.speedrun.com/kaettekitamariobros
540,International Cricket,Fast Game,10,65,13,60,60,1.3,,110,430,65,https://www.speedrun.com/international_cricket
541,Touch Down Fever,Win a Game,7,60,12.74,60,60,1.82,,110,430,60,https://www.speedrun.com/touch_down_fever
542,Vegas Dream,Beat The Game,7,60,12.6,60,60,1.8,,110,430,60,https://www.speedrun.com/vegas_dream
543,Al Unser Jr.'s Turbo Racing,any%,5,60,12.5,60,60,2.5,,110,430,60,https://www.speedrun.com/al_unser_jr_turbo_racing
543,Bigfoot,Bigfoot,5,60,12.5,60,60,2.5,,110,430,60,https://www.speedrun.com/bigfoot
543,Captain Planet and the Planeteers,any%,5,60,12.5,60,60,2.5,,110,430,60,https://www.speedrun.com/captain_planet_and_the_planeteers
543,Dr. Chaos,any%,5,60,12.5,60,60,2.5,,110,430,60,https://www.speedrun.com/dr._chaos
543,Dusty Diamond's All-Star Softball,any%,5,60,12.5,60,60,2.5,,110,430,60,https://www.speedrun.com/dusty_diamonds_all-star_softball
543,Galaxy 5000,any%,5,60,12.5,60,60,2.5,,110,430,60,https://www.speedrun.com/g5k
543,Section Z,any%,5,60,12.5,60,60,2.5,,110,430,60,https://www.speedrun.com/section_z
555,RoadBlasters,any%,5,60,12.45,50,50,2.49,,90,430,60,https://www.speedrun.com/roadblasters_nes
556,Mendel Palace,any%,5,60,12.4,50,50,2.48,,90,430,60,https://www.speedrun.com/mendel_palace
557,Image Fight,any%,5,60,12.35,50,50,2.47,,90,430,60,https://www.speedrun.com/image_fight
558,American Gladiators,any%,5,60,12.3,50,50,2.46,,90,430,60,https://www.speedrun.com/americangladiators_nes
558,"Mafat Conspiracy, The",any%,5,60,12.3,50,50,2.46,,90,430,60,https://www.speedrun.com/mafatconspiracy
560,Wizardry: The Knight of Diamonds,any%,5,60,12.2,50,50,2.44,,90,430,60,https://www.speedrun.com/wizardry_knight_of_diamonds
561,Terra Cresta,Beat Mandora,6,60,12.18,50,50,2.03,,90,430,60,https://www.speedrun.com/terra_cresta
562,Dick Tracy,any%,5,60,12.15,50,50,2.43,,90,430,60,https://www.speedrun.com/dick_tracy?h=Any-NES&x=n2y1pr72-5ly63yn4.klrx3z0l
563,Athena,any%,5,60,12.1,50,50,2.42,,90,430,60,https://www.speedrun.com/athena
563,Heavy Barrel,any%,5,60,12.1,50,50,2.42,,90,430,60,https://www.speedrun.com/heavy_barrel
565,Top Players' Tennis,Asmik Open,6,60,12,40,40,2,,80,420,60,https://www.speedrun.com/top_players_tennis
566,"Hunt for Red October, The",any%,5,55,11.95,40,40,2.39,,80,420,55,https://www.speedrun.com/the_hunt_for_red_october
566,Star Voyager,any%,5,55,11.95,40,40,2.39,,80,420,55,https://www.speedrun.com/star_voyager
568,Heavy Shreddin',any%,5,55,11.9,40,40,2.38,,80,420,55,https://www.speedrun.com/heavy_shreddin
569,Chubby Cherub,any%,5,55,11.8,40,40,2.36,,80,420,55,https://www.speedrun.com/chubby_cherub
569,"Rocketeer, The",any%,5,55,11.8,40,40,2.36,,80,420,55,https://www.speedrun.com/the_rocketeer
572,Dropzone,Cadet%,9,55,11.7,40,40,1.3,,80,420,55,https://www.speedrun.com/dropzone
573,Castelian,any%,5,55,11.4,40,40,2.28,,80,420,55,https://www.speedrun.com/castelian
574,Skate or Die 2: The Search for Double Trouble,Adventure Mode - Any%,5,55,11.15,40,40,2.23,,80,420,55,https://www.speedrun.com/skateordie2
575,"Ren & Stimpy Show: Buckeroo$!, The",any%,5,55,11.05,40,40,2.21,,80,420,55,https://www.speedrun.com/ren_and_stimpy_buckeroos
576,Racket Attack,Men's Full Match,6,50,10.98,40,40,1.83,,80,420,50,https://www.speedrun.com/racket_attack
577,Mechanized Attack,any%,5,50,10.75,40,40,2.15,,80,420,50,https://www.speedrun.com/mechanized_attack?h=Any&x=vdom0vo2
578,Ring King,Tournament,8,50,10.64,40,40,1.33,,80,420,50,https://www.speedrun.com/ring_king?h=Tournament&x=7dg9yjlk
579,Ninja Kid,any%,5,50,10.6,40,40,2.12,,80,420,50,https://www.speedrun.com/ninja_kid
580,Championship Rally,Win the Monte Carlo,7,50,10.5,40,40,1.5,,80,420,50,https://www.speedrun.com/championship_rally
581,Airwolf (NES),Beat Mission 20,4,50,10,40,40,2.5,,80,420,50,https://www.speedrun.com/airwolf_useu
581,NFL Football,any%,5,50,10,40,40,2,,80,420,50,https://www.speedrun.com/nfl_football
581,Orb-3D,any%,4,50,10,40,40,2.5,,80,420,50,https://www.speedrun.com/orb-3d
581,Phantom Fighter,any%,4,50,10,40,40,2.5,,80,420,50,https://www.speedrun.com/phantom_fighter
581,Robin Hood: Prince of Thieves,any%,4,50,10,40,40,2.5,,80,420,50,https://www.speedrun.com/robin_hood_pot
581,Sky Kid,any%,4,50,10,40,40,2.5,,80,420,50,https://www.speedrun.com/sky_kid
581,Sqoon,any%,4,50,10,40,40,2.5,,80,420,50,https://www.speedrun.com/sqoon
581,Stanley: The Search for Dr. Livingston,any%,4,50,10,40,40,2.5,,80,420,50,https://www.speedrun.com/stanley_the_search_for_dr._livingston
581,Track & Field II,any%,4,50,10,40,40,2.5,,80,420,50,https://www.speedrun.com/track_and_field_ii
581,Twin Cobra,any%,4,50,10,40,40,2.5,,80,420,50,https://www.speedrun.com/twin_cobra
581,WCW: World Championship Wrestling,any%,4,50,10,40,40,2.5,,80,420,50,https://www.speedrun.com/wcw_world_championship_wrestling?h=Any&emulator=show&x=7kjr1x32
581,Wurm: Journey to the Center of the Earth,Beat the game,4,50,10,40,40,2.5,,80,420,50,https://www.speedrun.com/wurm_journey_to_the_center_of_the_earth
606,Mad Max,any%,4,45,9.96,30,30,2.49,,60,410,45,https://www.speedrun.com/mad_max_nes
606,Street Cop,any%,4,45,9.96,30,30,2.49,,60,410,45,https://www.speedrun.com/street_cop
608,"Uncanny X-Men, The",any%,5,45,9.95,20,20,1.99,,40,410,45,https://www.speedrun.com/the_uncanny_x-men
609,Cool World,Beat the game,4,45,9.76,20,20,2.44,,40,410,45,https://www.speedrun.com/coolworldnes
610,Rocket Ranger,any%,5,45,9.75,20,20,1.95,,40,410,45,https://www.speedrun.com/rocket_ranger
611,Thundercade,any%,4,45,9.72,20,20,2.43,,40,410,45,https://www.speedrun.com/thundercade
612,George Foreman's KO Boxing,GBO Belt,6,45,9.66,20,20,1.61,,40,410,45,https://www.speedrun.com/George_Foremans_KO_Boxing_NES
613,Konami Hyper Soccer,10 Goals,7,45,9.59,20,20,1.37,,40,410,45,https://www.speedrun.com/konami_hyper_soccer
614,Mystery Quest,any%,4,45,9.52,20,20,2.38,,40,410,45,https://www.speedrun.com/mystery_quest
615,Boulder Dash,any% (first loop),4,45,9.44,20,20,2.36,,40,410,45,https://www.speedrun.com/boulderdash
616,To the Earth,any%,4,45,9.4,20,20,2.35,,40,410,45,https://www.speedrun.com/to_the_earth
617,Bad Street Brawler,any%,4,45,9.28,20,20,2.32,,40,410,45,https://www.speedrun.com/bad_street_brawler
618,Super Team Games,Super Obstacle Course,5,45,9.2,20,20,1.84,,40,410,45,https://www.speedrun.com/super_team_games
619,Wayne Gretzky Hockey,Win%,5,45,9.2,20,20,1.84,,40,410,45,https://www.speedrun.com/wayne_gretzky_hockey
620,Cyberball,One win,6,45,9.06,20,20,1.51,,40,410,45,https://www.speedrun.com/cyberball
621,Dragon Power,any%,4,45,9.04,20,20,2.26,,40,410,45,https://www.speedrun.com/dbsnn?h=Any-ENG&x=z270e4d0-ylpe9qd8.21dgopj1
622,Paperboy 2,"Easy Street, Perfect Delivery",4,40,8.76,20,20,2.19,,40,410,40,https://www.speedrun.com/paperboy_2_nes
623,Rackets & Rivals,Win a Match,6,40,8.7,20,20,1.45,,40,410,40,https://www.speedrun.com/rackets_and_rivals
624,Bo Jackson Baseball,Win a Game,5,40,8.6,20,20,1.72,,40,410,40,https://www.speedrun.com/bo_jackson_baseball
625,Bases Loaded 4,Win a Game,5,40,8.45,20,20,1.69,,40,410,40,https://www.speedrun.com/bases_loaded_4
626,Rally Bike,1 Loop,4,40,8.4,20,20,2.1,,40,410,40,https://www.speedrun.com/rally_bike
626,"Untouchables, The",any%,4,40,8.4,20,20,2.1,,40,410,40,https://www.speedrun.com/the_untouchables
628,Super Glove Ball,any%,4,40,8.24,20,20,2.06,,40,410,40,https://www.speedrun.com/super_glove_ball
629,High Speed,UFO%,4,40,8,20,20,2,,40,410,40,https://www.speedrun.com/high_speed
633,Flying Warriors,any% Beginner (False Ending),3,40,7.5,20,20,2.5,Y,40,410,35,https://www.speedrun.com/flying_warriors
633,Formula One: Built to Win,Full Game,3,40,7.5,20,20,2.5,Y,40,410,35,https://www.speedrun.com/formula_one_built_to_win
633,Genghis Khan,Both Conquests,3,40,7.5,20,20,2.5,Y,40,410,35,https://www.speedrun.com/genghiskhan1
633,Miracle Piano Teaching System,Right Hand Lessons,3,40,7.5,20,20,2.5,Y,40,410,35,https://www.speedrun.com/Miracle_Piano_Teaching_System
633,Rainbow Islands: The Story of Bubble Bobble 2,any%,3,40,7.5,20,20,2.5,Y,40,410,35,https://www.speedrun.com/rainbowislands
633,Super Cars,any%,3,40,7.5,20,20,2.5,Y,40,410,35,https://www.speedrun.com/super_cars
630,Pin*Bot,No Solar Value,4,35,7.84,20,20,1.96,,40,410,35,https://www.speedrun.com/pin_bot
631,Short Order / Eggsplode!,Short Order - 10,6,35,7.74,20,20,1.29,,40,410,35,https://www.speedrun.com/short_order__eggsplode
632,Raid on Bungeling Bay,Game B,4,35,7.68,20,20,1.92,,40,410,35,https://www.speedrun.com/raid_on_bungeling_bay
633,Advanced Dungeons & Dragons: DragonStrike,any%,3,35,7.5,20,20,2.5,,40,410,35,https://www.speedrun.com/advanced_dungeons_and_dragons_dragonstrike
633,Casino Kid,any%,3,35,7.5,20,20,2.5,,40,410,35,https://www.speedrun.com/casino_kid
633,Casino Kid 2,any%,3,35,7.5,20,20,2.5,,40,410,35,https://www.speedrun.com/casino_kid_2
633,Eliminator Boat Duel,any% Expert,3,35,7.5,20,20,2.5,,40,410,35,https://www.speedrun.com/ebd
633,Hook,any%,3,35,7.5,20,20,2.5,,40,410,35,https://www.speedrun.com/hook_nes
633,Laser Invasion,any%,3,35,7.5,20,20,2.5,,40,410,35,https://www.speedrun.com/laser_invasion
633,Little Ninja Brothers,any%,3,35,7.5,20,20,2.5,,40,410,35,https://www.speedrun.com/little_ninja_brothers
633,Saint Seiya: Ougon Densetsu,any%,3,35,7.5,20,20,2.5,,40,410,35,https://www.speedrun.com/saint_seiya_ougon_densetsu
633,Thunder & Lightning,any%,3,35,7.5,20,20,2.5,,40,410,35,https://www.speedrun.com/Thunder__Lightning_NES
633,Thunderbirds,any%,3,35,7.5,20,20,2.5,,40,410,35,https://www.speedrun.com/thunderbirds_nes
633,Ultima V: Warriors of Destiny,any%,3,35,7.5,20,20,2.5,,40,410,35,https://www.speedrun.com/ultima5
633,Zanac,any%,3,35,7.5,20,20,2.5,,40,410,35,https://www.speedrun.com/zanac
651,Advanced Dungeons & Dragons: Pool of Radiance,any%,3,35,7.35,10,10,2.45,,20,400,35,https://www.speedrun.com/advanced_dungeons_and_dragons_pool_of_radiance_nes
652,Silent Service,War Patrol Top Score,5,35,7.25,10,10,1.45,,20,400,35,https://www.speedrun.com/silent_service
653,Flying Dragon: The Secret Scroll,1-Loop,3,35,7.17,10,10,2.39,,20,400,35,https://www.speedrun.com/flying_dragon_the_secret_scroll
653,Metal Mech,any%,3,35,7.17,10,10,2.39,,20,400,35,https://www.speedrun.com/metal_mech
655,Stealth ATF,any%,3,35,7.14,10,10,2.38,,20,400,35,https://www.speedrun.com/stealth_atf
656,Alpha Mission,any%,3,35,7.08,10,10,2.36,,20,400,35,https://www.speedrun.com/alpha_mission_nes
657,Cobra Command,any%,3,35,7.02,10,10,2.34,,20,400,35,https://www.speedrun.com/cobra_command
658,Noah's Ark,Europe%,5,35,7,10,10,1.4,,20,400,35,https://www.speedrun.com/Noahs_Ark_NES
659,Starship Hector,any% (No Turbo),3,30,6.9,10,10,2.3,,20,400,30,https://www.speedrun.com/starship_hector
660,Disney's Aladdin,any% Normal,3,30,6.81,10,10,2.27,,20,400,30,https://www.speedrun.com/disneys_aladdin_nes
661,Ghostbusters II,any%,3,30,6.72,10,10,2.24,,20,400,30,https://www.speedrun.com/ghostbusters_2
662,Pro Sport Hockey,Win%,5,30,6.7,10,10,1.34,,20,400,30,https://www.speedrun.com/pro_sport_hockey
663,RoboCop 2,any%,3,30,6.66,10,10,2.22,,20,400,30,https://www.speedrun.com/robocop_2
664,"Last Starfighter, The",1 Loop,3,30,6.51,10,10,2.17,,20,400,30,https://www.speedrun.com/the_last_starfighter
665,Mach Rider,"All Levels, Fighting Course",3,30,6.33,10,10,2.11,,20,400,30,https://www.speedrun.com/mach_rider
666,Might and Magic Book One: The Secret of the Inner Sanctum,any%,3,30,6.21,10,10,2.07,,20,400,30,https://www.speedrun.com/mam1
667,Kung-Fu Heroes,any%,3,30,6.18,10,10,2.06,,20,400,30,https://www.speedrun.com/kung-fu_heroes
668,World Class Track Meet,Tournament,3,30,6,10,10,2,,20,400,30,https://www.speedrun.com/world_class_track_meet
669,Conflict,Win% (both?),4,25,5.28,10,10,1.32,,20,400,25,https://www.speedrun.com/Conflict_NES
670,Videomation,8 Tools,7,25,5.25,10,10,0.75,,20,400,25,https://docs.google.com/spreadsheets/d/1d2qCE6OSq2d30NZAPkZe6pF29a2qwit3D7AKGEMmBj8/edit#gid=1067577126
671,Captain Tsubasa,any%,2,25,5,10,10,2.5,Y,20,400,25,https://www.speedrun.com/captain_tsubasa
671,Desert Commander,All Scenarios,2,25,5,10,10,2.5,Y,20,400,25,https://www.speedrun.com/desert_commander
671,Destination Earthstar,any%,2,25,5,10,10,2.5,Y,20,400,25,https://www.speedrun.com/destination_earthstar
671,Dungeon Magic: Sword of the Elements,any%,2,25,5,10,10,2.5,Y,20,400,25,https://www.speedrun.com/dungeon_magic_sword_of_the_elements
671,F-15 Strike Eagle,All Standard Missions,2,25,5,10,10,2.5,Y,20,400,25,https://www.speedrun.com/f15_strike_eagle
671,Legend of the Ghost Lion,any%,2,25,5,10,10,2.5,,20,400,25,https://www.speedrun.com/ghost_lion
671,Lemmings,All Levels,2,25,5,10,10,2.5,,20,400,25,https://www.speedrun.com/Lemmings_NES
671,Nobunaga's Ambition II,Conquer Japan,2,25,5,10,10,2.5,Y,20,400,25,https://www.speedrun.com/nobunagas_ambition_ii
671,Parodius Da!,any%,2,25,5,10,10,2.5,,20,400,25,https://www.speedrun.com/parodius_nes
671,Rainbow Islands: Bubble Bobble 2,any%,2,25,5,10,10,2.5,,20,400,25,https://www.speedrun.com/rainbowislands?h=Any_PAL&x=zd3lolnd
671,Romance of the Three Kingdoms,any%,2,25,5,10,10,2.5,Y,20,400,25,https://www.speedrun.com/romance_of_the_three_kingdoms
671,Ultimate Air Combat,any%,2,25,5,10,10,2.5,Y,20,400,25,https://www.speedrun.com/ultimate_air_combat_aces_iron_eagle_3
671,World Champ,Heavy Weight%,2,25,5,10,10,2.5,Y,20,400,25,https://www.speedrun.com/world_champ?h=Heavy_Weight&x=wkpr7rg2
684,Bases Loaded 3,any% Dream Team,3,20,4.95,10,10,1.65,,20,400,20,https://www.speedrun.com/bases_loaded_3?h=Any_Dream_Team&x=z276l9gd
685,Magician,any%,2,20,4.58,10,10,2.29,,20,400,20,https://www.speedrun.com/magician
686,Kick Off,Win%,3,20,4.56,10,10,1.52,,20,400,20,https://www.speedrun.com/ko
687,Top Gun: The Second Mission,1P Story,2,20,4.5,10,10,2.25,,20,400,20,https://www.speedrun.com/top_gun_-_the_second_mission?h=1P_VS&x=mkerlx8d
688,Super Turrican,any%,2,20,4.3,10,10,2.15,,20,400,20,https://www.speedrun.com/super_turrican_nes
689,Aussie Rules Footy,10 Goal Run,3,20,4.29,10,10,1.43,,20,400,20,https://www.speedrun.com/aussierules
690,Side Pocket,Beat the Game,2,20,4.04,10,10,2.02,,20,400,20,https://www.speedrun.com/side_pocket?h=Beat_the_Game-NES&x=5dw46w5k-r8ro9w58.4qyg4o4q
694,"Legend of Prince Valiant, The",any%,1,20,2.5,10,10,2.5,Y,20,400,10,https://www.speedrun.com/The_Legend_of_Prince_Valiant_NES
694,Nigel Mansell's World Championship Racing,Win the Championship,1,20,2.5,10,10,2.5,Y,20,400,10,https://www.speedrun.com/nigel_mansells_world_championship_racing
694,Parasol Stars: The Story of Bubble Bobble 3,any%,1,20,2.5,10,10,2.5,Y,20,400,10,https://www.speedrun.com/Parasol_Stars_The_Story_of_Bubble_Bobble_3_NES
694,Romance of the Three Kingdoms II,any%,1,20,2.5,10,10,2.5,Y,20,400,10,https://www.speedrun.com/romance_of_the_three_kingdoms_ii?h=Any-NES&x=7kj76l3k-5lyxv42n.z19wr04q
702,Elite,Competent Rating,1,20,2,10,10,2,Y,20,400,10,https://www.speedrun.com/Elite
702,F-117A Stealth Fighter,3 Medal Ribbons,1,20,2,10,10,2,Y,20,400,10,https://www.speedrun.com/F117_Stealth_Fighter
691,Tecmo World Wrestling,any%,2,15,3.96,10,10,1.98,,20,400,15,https://www.speedrun.com/tecmo_world_wrestling
692,Flight of the Intruder,Mission 5,2,15,3.86,10,10,1.93,,20,400,15,https://www.speedrun.com/Flight_of_the_Intruder_NES
693,Tiny Toon Adventures Cartoon Workshop,any%,5,15,3.75,10,10,0.75,,20,400,15,https://www.speedrun.com/tiny_toon_adventures_cartoon_workshop
694,Bill Elliott's NASCAR Challenge,any%,1,10,2.5,10,10,2.5,,20,400,10,https://www.speedrun.com/benc/leaderboards
694,Infiltrator,any%,1,10,2.5,10,10,2.5,,20,400,10,https://www.speedrun.com/Infiltrator_NES
694,Power Punch II,Beat the Game,1,10,2.5,10,10,2.5,,20,400,10,https://www.speedrun.com/Power_Punch_II_NES
701,Star Soldier,any%,1,10,2.24,10,10,2.24,,20,400,10,https://www.speedrun.com/star_soldier
702,Bandit Kings of Ancient China,Imperial Edict,1,10,2,10,10,2,,20,400,10,https://www.speedrun.com/bkoac
702,L'Empereur,Scenario Goal,1,10,2,10,10,2,,20,400,10,https://www.speedrun.com/LEmpereur
